trail_name,latitude,longitude
Les cols du Grand-St-Bernard,45.88626320573082,7.158582661749713
Turtmanntaler Aussichtsweg,46.19660809957445,7.708532158007055
Chemin de la Sarine au Pays-d'Enhaut,46.470525411160274,7.146379648662318
Chemin Tiergart-Plain Fayen,47.32716164653001,7.4504624777357265
Panoramaweg Schynige Platte,46.659425619971856,7.915667364395927
Schaffhauser Grenzweg,47.667152817146494,8.548316282454712
Arosa-Ochsenalp Rundtour,46.79627503210788,9.669859231187084
Chemin de Montoz,47.21820480035015,7.285719812756481
Sentier de Salanfe,46.14193407936318,6.9679682346630445
Mäderenweg,47.08089918837326,8.668583676420502
Sentiero delle meraviglie,46.017414828569464,8.862410599510744
Circuit de Hauterive,46.76075487516307,7.110211905370812
Suonenweg Brandalp–Eischoll,46.281081238784004,7.7805711199114524
Hexenplatte-Weg,46.6859671767613,8.75319943552727
Giro delle tre Valli,46.39165886793998,8.92152222252683
Giro del Monte Tamaro,46.10875247615745,8.88398431217676
Sentiero del Monte Generoso,45.92292778130387,9.01516471846911
A la riva dal Rom,46.60642036712152,10.390032309727866
Claro e il suo Monastero,46.25455606424571,9.033769789488279
ViaBerna,46.85083876003498,7.554490830030416
Sentiero Lagh dal Mat,46.23203016633384,10.075171676294163
Via Engiadina,46.69906337486713,10.093956601162432
Sentier de la crête du Moléson,46.54422414727071,7.007672651943364
Geologischer Wanderweg Alpstein,47.27066800589345,9.452777119410623
Erlenbach-Küsnacht Tobelweg,47.308458878556856,8.61634374020739
Alpenpanorama-Weg,46.940577114472724,7.737954331141996
ViaStockalper,46.2522754280792,8.034161896306957
Thurgauer Rebenweg,47.58745656515118,8.834882176228009
Hochtal Val Frisal,46.792545846296576,9.049283078588397
Thurweg,47.4467889114665,9.064633551968505
Senda Scuol–Samnaun,46.887603872001904,10.322538215923549
Alpenpässe-Weg,46.3053461068406,8.04750035404007
Emmenuferweg,46.99316214789095,8.061481771819084
ViaSbrinz,46.64742298722925,8.303437946147657
Sanetsch-Muveran-Weg,46.293504942665066,7.228249215298007
Wildnispfad Sihlwald,47.25281998870534,8.548972300819825
Höhenrundweg Gryden,46.41757719837552,7.39342989519559
Chemin du vignoble,46.23993112946488,7.358579261738295
Zürichsee-Rundweg,47.25313249305066,8.719845470527268
Aletsch Panoramaweg,46.41124548446284,8.067314390224551
Hüttchopf Weg,47.31850268330637,8.943896400358971
Chemin du Val Terbi,47.34754427969615,7.523896051483906
Chemin des villages et hameaux d'Entremont,46.024855042981955,7.1686700022315275
Sentier du Talent,46.61555709283133,6.641811299506614
Baselbieter Chirsiweg,47.43702492138414,7.892070391102539
SWL037.RT,47.10011584202849,9.6220364243293
Flimspitz-Rundweg,46.97620470335284,10.353365567068394
Sentiero Verzasca,46.262138666423475,8.825771522111669
Walserweg Safiental,46.71310304163095,9.328587976055
Axalp-Schnitzlerweg,46.71936539649003,8.052227050613203
Vier-Seen-Wanderung,46.778897392686396,8.337719390290985
Senda Sursilvana,46.7730323329081,9.083466918334766
